TimeReceived,Type,LogCode,Description,Device,ParentDevice,Address,PersonnelRecord,Credential,Data_,Location 
6/22/2015 07:32:49,Event,GW.EV_MODULE_DETECTED,Module Detected,"gw_Nezavisimosty,177_8 ????_GW3",Access GW Driver,/EPAM/pgw_FOC1751N3VJ,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_MODULE_UP,Module Up,m00,"gw_Nezavisimosty,177_8 ????_GW3",/EPAM/pgw_FOC1751N3VJ/m00,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_MODULE_DETECTED,Module Detected,"gw_Nezavisimosty,177_8 ????_GW3",Access GW Driver,/EPAM/pgw_FOC1751N3VJ,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_MODULE_UP,Module Up,m01,"gw_Nezavisimosty,177_8 ????_GW3",/EPAM/pgw_FOC1751N3VJ/m01,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_MODULE_DETECTED,Module Detected,"gw_Nezavisimosty,177_8 ????_GW3",Access GW Driver,/EPAM/pgw_FOC1751N3VJ,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_MODULE_UP,Module Up,m02,"gw_Nezavisimosty,177_8 ????_GW3",/EPAM/pgw_FOC1751N3VJ/m02,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_MODULE_PROVISIONED,Module Provisioned,m00,"gw_Nezavisimosty,177_8 ????_GW3",/EPAM/pgw_FOC1751N3VJ/m00,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_MODULE_PROVISIONED,Module Provisioned,m01,"gw_Nezavisimosty,177_8 ????_GW3",/EPAM/pgw_FOC1751N3VJ/m01,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_MODULE_PROVISIONED,Module Provisioned,m02,"gw_Nezavisimosty,177_8 ????_GW3",/EPAM/pgw_FOC1751N3VJ/m02,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_DOOR_UP,Door Up,H177_803_Work_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door00,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_DOOR_ADMIN_UP,Door Admin Up,H177_803_Work_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door00,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_DOOR_UP,Door Up,H177_803_Security_out,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door03,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_DOOR_ADMIN_UP,Door Admin Up,H177_803_Security_out,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door03,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_DOOR_UP,Door Up,H177_803_Security_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door02,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_DOOR_ADMIN_UP,Door Admin Up,H177_803_Security_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door02,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_DOOR_UP,Door Up,H177_803_High_security_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door04,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_DOOR_ADMIN_UP,Door Admin Up,H177_803_High_security_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door04,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_DOOR_UP,Door Up,H177_803_Work_out,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door01,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_DOOR_ADMIN_UP,Door Admin Up,H177_803_Work_out,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door01,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_READER_CONFIGURED,Reader Configured,reader_803_Work_in,rdr01,/EPAM/pgw_FOC1751N3VJ/m00/rdr01/reader,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_READER_UP,Reader Up,reader_803_Work_in,rdr01,/EPAM/pgw_FOC1751N3VJ/m00/rdr01/reader,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_READER_CONFIGURED,Reader Configured,reader_803_Work_out,rdr02,/EPAM/pgw_FOC1751N3VJ/m00/rdr02/reader,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_READER_UP,Reader Up,reader_803_Work_out,rdr02,/EPAM/pgw_FOC1751N3VJ/m00/rdr02/reader,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_GWCRED_DOWNLOAD_INFO,Gateway Credential Download Information,"gw_Nezavisimosty,177_8 ????_GW3",Access GW Driver,/EPAM/pgw_FOC1751N3VJ,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_READER_CONFIGURED,Reader Configured,reader_803_Security_in,rdr01,/EPAM/pgw_FOC1751N3VJ/m01/rdr01/reader,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_READER_CONFIGURED,Reader Configured,reader_803_High_security_in,rdr01,/EPAM/pgw_FOC1751N3VJ/m02/rdr01/reader,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_REX_CONFIGURED,REX Configured,rex,input01,/EPAM/pgw_FOC1751N3VJ/m00/input01/rex,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_READER_UP,Reader Up,reader_803_Security_in,rdr01,/EPAM/pgw_FOC1751N3VJ/m01/rdr01/reader,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_DOOR_SENSOR_CONFIGURED,Door Sensor Configured,doorSensor,input02,/EPAM/pgw_FOC1751N3VJ/m00/input02/doorSensor,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_READER_UP,Reader Up,reader_803_High_security_in,rdr01,/EPAM/pgw_FOC1751N3VJ/m02/rdr01/reader,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_REX_CONFIGURED,REX Configured,rex,input03,/EPAM/pgw_FOC1751N3VJ/m00/input03/rex,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_READER_CONFIGURED,Reader Configured,reader_803_Security_out,rdr02,/EPAM/pgw_FOC1751N3VJ/m01/rdr02/reader,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_LOCK_CONFIGURED,Lock Configured,lock,output01,/EPAM/pgw_FOC1751N3VJ/m00/output01/lock,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_LOCK_UP,Lock Up,lock,output01,/EPAM/pgw_FOC1751N3VJ/m00/output01/lock,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_LOCK_CONFIGURED,Lock Configured,lock,output02,/EPAM/pgw_FOC1751N3VJ/m00/output02/lock,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_LOCK_UP,Lock Up,lock,output02,/EPAM/pgw_FOC1751N3VJ/m00/output02/lock,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_READER_UP,Reader Up,reader_803_Security_out,rdr02,/EPAM/pgw_FOC1751N3VJ/m01/rdr02/reader,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_REX_CONFIGURED,REX Configured,rex,input01,/EPAM/pgw_FOC1751N3VJ/m02/input01/rex,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_DOOR_SENSOR_CONFIGURED,Door Sensor Configured,doorSensor,pwrfail01,/EPAM/pgw_FOC1751N3VJ/m00/pwrfail01/doorSensor,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_DOOR_SENSOR_UP,Door Sensor Up,doorSensor,pwrfail01,/EPAM/pgw_FOC1751N3VJ/m00/pwrfail01/doorSensor,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_REX_CONFIGURED,REX Configured,rex,input01,/EPAM/pgw_FOC1751N3VJ/m01/input01/rex,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_DOOR_SENSOR_CONFIGURED,Door Sensor Configured,doorSensor,input02,/EPAM/pgw_FOC1751N3VJ/m02/input02/doorSensor,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_DOOR_SENSOR_CONFIGURED,Door Sensor Configured,doorSensor,input02,/EPAM/pgw_FOC1751N3VJ/m01/input02/doorSensor,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_REX_CONFIGURED,REX Configured,rex,input03,/EPAM/pgw_FOC1751N3VJ/m01/input03/rex,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_LOCK_CONFIGURED,Lock Configured,lock,output01,/EPAM/pgw_FOC1751N3VJ/m02/output01/lock,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_LOCK_UP,Lock Up,lock,output01,/EPAM/pgw_FOC1751N3VJ/m02/output01/lock,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_LOCK_CONFIGURED,Lock Configured,lock,output01,/EPAM/pgw_FOC1751N3VJ/m01/output01/lock,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_LOCK_UP,Lock Up,lock,output01,/EPAM/pgw_FOC1751N3VJ/m01/output01/lock,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_LOCK_CONFIGURED,Lock Configured,lock,output02,/EPAM/pgw_FOC1751N3VJ/m01/output02/lock,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_LOCK_UP,Lock Up,lock,output02,/EPAM/pgw_FOC1751N3VJ/m01/output02/lock,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_DOOR_SENSOR_CONFIGURED,Door Sensor Configured,doorSensor,pwrfail01,/EPAM/pgw_FOC1751N3VJ/m01/pwrfail01/doorSensor,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:32:49,Event,GW.EV_DOOR_SENSOR_UP,Door Sensor Up,doorSensor,pwrfail01,/EPAM/pgw_FOC1751N3VJ/m01/pwrfail01/doorSensor,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:33:43,Event,GW.EV_DOOR_UP,Door Up,H177_803_Work_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door00,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:33:43,Event,GW.EV_DOOR_UP,Door Up,H177_803_Security_out,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door03,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:33:43,Event,GW.EV_DOOR_UP,Door Up,H177_803_Security_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door02,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:33:43,Event,GW.EV_DOOR_UP,Door Up,H177_803_High_security_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door04,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:33:43,Event,GW.EV_DOOR_UP,Door Up,H177_803_Work_out,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door01,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:33:47,Event,GW.SX.DOOR.UP,Door: Up,H177_803_Work_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door00,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:33:47,Event,GW.SX.DOOR.UP,Door: Up,H177_803_Security_out,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door03,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:33:47,Event,GW.SX.DOOR.UP,Door: Up,H177_803_Security_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door02,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:33:47,Event,GW.SX.DOOR.UP,Door: Up,H177_803_High_security_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door04,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:33:47,Event,GW.SX.DOOR.UP,Door: Up,H177_803_Work_out,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door01,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:35:16,Event,GW.EV_GWCRED_DOWNLOAD_INFO,Gateway Credential Download Information,"gw_Nezavisimosty,177_8 ????_GW3",Access GW Driver,/EPAM/pgw_FOC1751N3VJ,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:47:59,Event,GW.EV_DOOR_SENSOR_UP,Door Sensor Up,doorSensor,input02,/EPAM/pgw_FOC1751N3VJ/m00/input02/doorSensor,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:48:05,Event,GW.EV_DOOR_FORCED_OPEN_CLEAR,Door Forced Open Cleared,H177_803_Work_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door00,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:54:32,Event,GW.EV_DOOR_FORCED_OPEN_CLEAR,Door Forced Open Cleared,H177_803_Work_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door00,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:57:08,Event,GW.EV_DOOR_FORCED_OPEN_CLEAR,Door Forced Open Cleared,H177_803_Work_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door00,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:57:44,Event,GW.EV_READER_CREDENTIAL,Reader Credential Read,reader_803_Work_in,rdr01,/EPAM/pgw_FOC1751N3VJ/m00/rdr01/reader,"Dzmitrieu, Heni",8722,Badge Id : 8722 55555,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:57:44,Event,GW.EV_DOOR_GRANT_ACCESS,Door Grant Access,H177_803_Work_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door00,"Dzmitrieu, Heni",8722,Badge Id : 8722 55555  Trigger Device : m00/rdr01/reader    AL_REASON_PERMITFOUND  GW_ALLOW_LOCAL_AUTH,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:57:44,Event,GW.EV_READER_DECODE_FAILED,Reader Decode Failed,reader_803_Work_in,rdr01,/EPAM/pgw_FOC1751N3VJ/m00/rdr01/reader,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:57:44,Event,GW.EV_DOOR_SENSOR_UP,Door Sensor Up,doorSensor,input02,/EPAM/pgw_FOC1751N3VJ/m01/input02/doorSensor,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:57:47,Event,GW.EV_DOOR_NOT_USED,Door Not Used,H177_803_Work_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door00,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:57:47,Event,GW.EV_READER_DECODE_FAILED,Reader Decode Failed,reader_803_Work_in,rdr01,/EPAM/pgw_FOC1751N3VJ/m00/rdr01/reader,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:57:50,Event,GW.EV_DOOR_FORCED_OPEN_CLEAR,Door Forced Open Cleared,H177_803_Security_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door02,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:58:53,Event,GW.EV_READER_CREDENTIAL,Reader Credential Read,reader_803_Work_out,rdr02,/EPAM/pgw_FOC1751N3VJ/m00/rdr02/reader,"Dzmitrieu, Heni",8722,Badge Id : 8722 55555,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:58:53,Event,GW.EV_DOOR_GRANT_ACCESS,Door Grant Access,H177_803_Work_out,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door01,"Dzmitrieu, Heni",8722,Badge Id : 8722 55555  Trigger Device : m00/rdr02/reader    AL_REASON_PERMITFOUND  GW_ALLOW_LOCAL_AUTH,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:58:53,Event,GW.EV_READER_DECODE_FAILED,Reader Decode Failed,reader_803_Work_in,rdr01,/EPAM/pgw_FOC1751N3VJ/m00/rdr01/reader,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:58:56,Event,GW.EV_DOOR_NOT_USED,Door Not Used,H177_803_Work_out,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door01,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:58:56,Event,GW.EV_READER_DECODE_FAILED,Reader Decode Failed,reader_803_Work_in,rdr01,/EPAM/pgw_FOC1751N3VJ/m00/rdr01/reader,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 07:58:59,Event,GW.EV_DOOR_FORCED_OPEN_CLEAR,Door Forced Open Cleared,H177_803_Security_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door02,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 08:09:35,Event,GW.EV_READER_CREDENTIAL,Reader Credential Read,reader_803_Security_in,rdr01,/EPAM/pgw_FOC1751N3VJ/m01/rdr01/reader,"Halavach, Siarhei",12157,Badge Id : 12157 55555,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 08:09:35,Event,GW.EV_DOOR_GRANT_ACCESS,Door Grant Access,H177_803_Security_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door02,"Halavach, Siarhei",12157,Badge Id : 12157 55555  Trigger Device : m01/rdr01/reader    AL_REASON_PERMITFOUND  GW_ALLOW_LOCAL_AUTH,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 08:09:35,Event,GW.EV_REX_UP,REX Up,rex,input01,/EPAM/pgw_FOC1751N3VJ/m02/input01/rex,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 08:09:38,Event,GW.EV_DOOR_NOT_USED,Door Not Used,H177_803_Security_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door02,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 08:09:38,Event,GW.EV_READER_DECODE_FAILED,Reader Decode Failed,reader_803_Security_in,rdr01,/EPAM/pgw_FOC1751N3VJ/m01/rdr01/reader,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 08:09:38,Event,GW.EV_READER_DECODE_FAILED,Reader Decode Failed,reader_803_High_security_in,rdr01,/EPAM/pgw_FOC1751N3VJ/m02/rdr01/reader,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 08:09:38,Event,GW.EV_DOOR_FORCED_OPEN_CLEAR,Door Forced Open Cleared,H177_803_Work_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door00,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 08:10:05,Event,GW.EV_READER_CREDENTIAL,Reader Credential Read,reader_803_Work_in,rdr01,/EPAM/pgw_FOC1751N3VJ/m00/rdr01/reader,"Halavach, Siarhei",12157,Badge Id : 12157 55555,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 08:10:05,Event,GW.EV_DOOR_GRANT_ACCESS,Door Grant Access,H177_803_Work_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door00,"Halavach, Siarhei",12157,Badge Id : 12157 55555  Trigger Device : m00/rdr01/reader    AL_REASON_PERMITFOUND  GW_ALLOW_LOCAL_AUTH,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 08:10:05,Event,GW.EV_READER_DECODE_FAILED,Reader Decode Failed,reader_803_Work_in,rdr01,/EPAM/pgw_FOC1751N3VJ/m00/rdr01/reader,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 08:10:08,Event,GW.EV_DOOR_NOT_USED,Door Not Used,H177_803_Work_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door00,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 08:10:08,Event,GW.EV_READER_DECODE_FAILED,Reader Decode Failed,reader_803_Work_in,rdr01,/EPAM/pgw_FOC1751N3VJ/m00/rdr01/reader,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 08:10:08,Event,GW.EV_DOOR_FORCED_OPEN_CLEAR,Door Forced Open Cleared,H177_803_Security_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door02,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 08:10:29,Event,GW.EV_DOOR_FORCED_OPEN_CLEAR,Door Forced Open Cleared,H177_803_Work_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door00,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 08:10:41,Event,GW.EV_READER_CREDENTIAL,Reader Credential Read,reader_803_Work_in,rdr01,/EPAM/pgw_FOC1751N3VJ/m00/rdr01/reader,"Dzmitrieu, Heni",8722,Badge Id : 8722 55555,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 08:10:41,Event,GW.EV_DOOR_GRANT_ACCESS,Door Grant Access,H177_803_Work_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door00,"Dzmitrieu, Heni",8722,Badge Id : 8722 55555  Trigger Device : m00/rdr01/reader    AL_REASON_PERMITFOUND  GW_ALLOW_LOCAL_AUTH,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 08:10:41,Event,GW.EV_READER_DECODE_FAILED,Reader Decode Failed,reader_803_Work_in,rdr01,/EPAM/pgw_FOC1751N3VJ/m00/rdr01/reader,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 08:10:44,Event,GW.EV_DOOR_NOT_USED,Door Not Used,H177_803_Work_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door00,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 08:10:44,Event,GW.EV_READER_DECODE_FAILED,Reader Decode Failed,reader_803_Work_in,rdr01,/EPAM/pgw_FOC1751N3VJ/m00/rdr01/reader,,,,"?????/EPAM/?????????????,177/8 ????" 
6/22/2015 08:10:53,Event,GW.EV_DOOR_FORCED_OPEN_CLEAR,Door Forced Open Cleared,H177_803_Security_in,Logical Driver,/EPAM/pgw_FOC1751N3VJ/Door/door02,,,,"?????/EPAM/?????????????,177/8 ????" 
